Annotation Cluster 1	Enrichment Score:  3.7981833572371264
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
Annotation Cluster 2	Enrichment Score:  3.142238250537616
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0009611~response to wounding	51	10.493827160493826	9.916443689293563E-14	PDPN, CCL13, TFRC, SERPINA3, SELE, CFB, IL18RAP, FN1, ACKR1, ITGA5, SPP1, TNFAIP6, MAP2K3, BDKRB2, SERPINE1, THBD, B4GALT1, PLAUR, PROCR, VCAN, SAA1, CCL21, KDM6B, S100A12, HBEGF, HIF1A, CHST3, PLAU, SLC11A1, HMOX1, CD163, CD14, CCR1, CD44, PDGFB, CTGF, F2RL3, IL6, F5, CD55, CD9, TNC, CCL2, LBP, ADGRE5, LYVE1, CR1, S1PR3, AOX1, CLU, CXCL2	391	530	13528	3.3292863002461033	2.3219270950392001E-10	2.3219270950392001E-10	1.7359447213038948E-10
GOTERM_CC_FAT	GO:0044421~extracellular region part	66	13.580246913580247	3.834655803725304E-11	CCL13, LIF, SELE, ADAMTS9, CD248, SMOC2, EGFLAM, LUM, IGFBP6, FN1, NTN1, CTHRC1, ANGPTL4, SPP1, STC1, WNT9A, BMP3, PLA2G2A, THBD, THBS4, TGFBI, EMILIN2, ADAMTS15, VCAN, SAA1, ADAMTS4, CCL21, HBEGF, ECM1, MMP19, SRGN, APOB, HMOX1, ADAMTS1, LTBP4, FGF18, SEMA3C, MMP2, MMP9, CD44, CTGF, SFRP4, F5, IL6, ENOX1, TNC, GPC1, MYOC, FSTL3, SPOCK2, CCL2, LBP, PRSS1, WNT2, ADGRE5, CRHBP, MFAP5, LDLR, FGL2, ICAM1, DKK3, MSR1, FJX1, CLU, CRISPLD2, CXCL2	366	960	12782	2.40099043715847	1.2616014233302053E-8	1.2616014233302053E-8	5.196313379585149E-8
GOTERM_BP_FAT	GO:0006954~inflammatory response	35	7.20164609053498	7.291155050938785E-11	PDPN, CCL13, TFRC, SERPINA3, SELE, SLC11A1, HMOX1, CFB, CD163, CD14, CCR1, IL18RAP, FN1, CD44, ACKR1, SPP1, IL6, CD55, TNFAIP6, MAP2K3, BDKRB2, CCL2, LBP, ADGRE5, B4GALT1, CR1, S1PR3, AOX1, SAA1, CLU, CXCL2, CCL21, KDM6B, S100A12, HIF1A	391	325	13528	3.725988589415699	1.7075887226436492E-7	8.537943974040729E-8	1.2766847579115392E-7
GOTERM_CC_FAT	GO:0005576~extracellular region	104	21.39917695473251	5.802206754676462E-10	TFRC, SERPINA3, SELE, CD248, EGFLAM, IGFBP6, FN1, APOL4, CTHRC1, ANGPTL4, IL1RL1, NRG2, BMP3, SERPINE1, LRG1, VASN, MUC1, B4GALT1, CBLN1, PLAUR, SAA1, ADAMTS4, CCL21, MFI2, SRGN, PLAU, CD163, ADAMTS1, CD14, AZGP1, CTSL, FGF18, CLEC3B, MMP2, PROK1, GPC1, FSTL3, SPOCK2, CCL2, XYLT1, SRPX2, CRHBP, LILRA5, FGL2, ICAM1, MSR1, FJX1, CXCL2, CCL13, LIF, FCAR, ADAMTS9, SMOC2, CFB, LUM, NTN1, SPP1, CYR61, STC1, WNT9A, APOLD1, DPP4, PLA2G2A, THBD, THBS4, TGFBI, ADAMTS15, EMILIN2, VCAN, IL4R, HBEGF, ECM1, SPX, MMP19, APOB, HMOX1, WISP2, LTBP4, DEFB132, MMP9, SEMA3C, CD44, PDGFB, CTGF, SFRP4, F2RL3, PLA1A, F5, IL6, ENOX1, TNC, GLIPR2, MYOC, METRNL, PAMR1, LBP, PRSS1, WNT2, ADGRE5, MFAP5, LDLR, DKK3, CLU, CRISPLD2	366	2010	12782	1.8069869233069624	1.908925754134927E-7	9.54462923141719E-8	7.862527739987968E-7
GOTERM_CC_FAT	GO:0031012~extracellular matrix	30	6.172839506172839	1.961725681139728E-7	ECM1, MMP19, ADAMTS9, CD248, SMOC2, EGFLAM, LTBP4, ADAMTS1, MMP9, MMP2, LUM, FN1, CD44, NTN1, CTHRC1, CTGF, ANGPTL4, WNT9A, TNC, GPC1, SPOCK2, WNT2, MFAP5, THBS4, TGFBI, ADAMTS15, EMILIN2, VCAN, ADAMTS4, CRISPLD2	366	345	12782	3.0368258493703966	6.453869851708038E-5	2.1513362327141294E-5	2.658316930359561E-4
GOTERM_CC_FAT	GO:0005578~proteinaceous extracellular matrix	28	5.761316872427984	4.894628836050876E-7	ECM1, MMP19, ADAMTS9, SMOC2, CD248, EGFLAM, LTBP4, ADAMTS1, MMP9, MMP2, LUM, FN1, NTN1, CTHRC1, ANGPTL4, CTGF, WNT9A, TNC, GPC1, SPOCK2, WNT2, MFAP5, THBS4, TGFBI, ADAMTS15, EMILIN2, VCAN, ADAMTS4	366	320	12782	3.0558060109289618	1.6102036292986455E-4	4.025752166925134E-5	6.632655564886569E-4
GOTERM_CC_FAT	GO:0005615~extracellular space	43	8.847736625514404	2.3066138230977856E-6	CCL13, LIF, SRGN, SELE, APOB, HMOX1, FGF18, MMP9, SEMA3C, MMP2, IGFBP6, FN1, ANGPTL4, SFRP4, SPP1, STC1, IL6, F5, ENOX1, GPC1, MYOC, FSTL3, BMP3, CCL2, LBP, PRSS1, ADGRE5, CRHBP, PLA2G2A, THBD, LDLR, TGFBI, FGL2, ICAM1, DKK3, MSR1, SAA1, ADAMTS4, CLU, FJX1, CXCL2, CCL21, HBEGF	366	685	12782	2.192277930676878	7.585889488122E-4	1.5176384730275494E-4	0.003125630372280419
GOTERM_MF_FAT	GO:0005539~glycosaminoglycan binding	17	3.4979423868312756	3.0891734083545046E-6	CHODL, CCL2, APOB, EGFLAM, LYVE1, LTBP4, CD14, ADAMTS1, THBS4, FN1, CD44, CTGF, VCAN, CYR61, CRISPLD2, HBEGF, TNFAIP6	379	140	12983	4.1596494534489254	0.0020213659903117742	0.0020213659903117742	0.004617118579808288
GOTERM_BP_FAT	GO:0016477~cell migration	24	4.938271604938271	5.161946790690338E-6	CCL2, PLAU, SELE, WNT2, B4GALT1, THBS4, SEMA3C, TNFRSF12A, EDNRB, FN1, CD44, PDGFB, ICAM1, NTN1, CTHRC1, NR4A2, CTGF, SAA1, VCAN, ITGA5, IL6, ITGA11, HBEGF, HIF1A	391	276	13528	3.0085622150561546	0.012016528461236353	0.0012082005958352626	0.009038206686684536
GOTERM_BP_FAT	GO:0051674~localization of cell	25	5.1440329218107	9.59265794538664E-6	SELE, PLAU, APOB, SEMA3C, TNFRSF12A, FN1, EDNRB, PDGFB, CD44, NTN1, CTHRC1, CTGF, NR4A2, ITGA5, IL6, ITGA11, CCL2, WNT2, B4GALT1, THBS4, ICAM1, VCAN, SAA1, HBEGF, HIF1A	391	307	13528	2.817464615077018	0.022215628859794556	0.0020402896521094505	0.016795456769724826
GOTERM_BP_FAT	GO:0048870~cell motility	25	5.1440329218107	9.59265794538664E-6	SELE, PLAU, APOB, SEMA3C, TNFRSF12A, FN1, EDNRB, PDGFB, CD44, NTN1, CTHRC1, CTGF, NR4A2, ITGA5, IL6, ITGA11, CCL2, WNT2, B4GALT1, THBS4, ICAM1, VCAN, SAA1, HBEGF, HIF1A	391	307	13528	2.817464615077018	0.022215628859794556	0.0020402896521094505	0.016795456769724826
GOTERM_MF_FAT	GO:0030247~polysaccharide binding	17	3.4979423868312756	1.0655545196073018E-5	CHODL, CCL2, APOB, EGFLAM, LYVE1, LTBP4, CD14, ADAMTS1, THBS4, FN1, CD44, CTGF, VCAN, CYR61, CRISPLD2, HBEGF, TNFAIP6	379	154	12983	3.781499503135387	0.006955119706645085	0.0034836276842437064	0.015925075584088955
GOTERM_MF_FAT	GO:0001871~pattern binding	17	3.4979423868312756	1.0655545196073018E-5	CHODL, CCL2, APOB, EGFLAM, LYVE1, LTBP4, CD14, ADAMTS1, THBS4, FN1, CD44, CTGF, VCAN, CYR61, CRISPLD2, HBEGF, TNFAIP6	379	154	12983	3.781499503135387	0.006955119706645085	0.0034836276842437064	0.015925075584088955
GOTERM_MF_FAT	GO:0030246~carbohydrate binding	26	5.349794238683128	4.1058408274994235E-5	COLEC12, CHODL, CCL2, SELE, APOB, GFPT2, CD248, EGFLAM, ADAMTS1, LYVE1, LTBP4, CD14, PFKP, CLEC3B, THBS4, FN1, CD44, GALNT12, CTGF, VCAN, CYR61, CRISPLD2, PKD1L2, HBEGF, EVA1C, TNFAIP6	379	354	12983	2.5159727501751563	0.02653539130205329	0.006700900547490285	0.06135018357622535
INTERPRO	IPR006209:EGF	14	2.880658436213992	4.663948177543319E-5	NRG2, DLL4, PAMR1, SELE, CD248, VASN, EGFLAM, LTBP4, THBD, LDLR, FAT3, VCAN, HBEGF, TNC	458	127	16659	4.009662001856754	0.03886892411914522	0.009862167704912106	0.07213751682300096
GOTERM_BP_FAT	GO:0006928~cell motion	31	6.378600823045268	4.874459069935551E-5	PLAU, SELE, APOB, FPR1, TXN, SEMA3C, TNFRSF12A, EDNRB, FN1, CD44, PDGFB, NTN1, CTHRC1, CTGF, NR4A2, ITGA5, IL6, CD9, ITGA11, CCL2, WNT2, ADGRE5, LYVE1, B4GALT1, THBS4, ICAM1, PLAUR, SAA1, VCAN, HBEGF, HIF1A	391	475	13528	2.258005115089514	0.10788712581847981	0.005691870267860555	0.08531765955079873
GOTERM_BP_FAT	GO:0007155~cell adhesion	38	7.818930041152264	2.7555384707084364E-4	PDPN, NEDD9, ABL1, PERP, HAS1, SELE, WISP2, AZGP1, PKD1L1, THY1, ABL2, CCR1, TNFRSF12A, FN1, CD44, CTGF, CYR61, ITGA5, PCDH12, SPP1, F5, CD9, ITGA11, TNFAIP6, TNC, CCL2, MYBPC1, ADGRE5, LYVE1, B4GALT1, THBS4, CADM3, TGFBI, FAT3, ICAM1, EMILIN2, RND3, VCAN	391	700	13528	1.8782024113993423	0.4755661819393592	0.019368638064335197	0.48140004071509646
GOTERM_BP_FAT	GO:0022610~biological adhesion	38	7.818930041152264	2.760197714032724E-4	PDPN, NEDD9, ABL1, PERP, HAS1, SELE, WISP2, AZGP1, PKD1L1, THY1, ABL2, CCR1, TNFRSF12A, FN1, CD44, CTGF, CYR61, ITGA5, PCDH12, SPP1, F5, CD9, ITGA11, TNFAIP6, TNC, CCL2, MYBPC1, ADGRE5, LYVE1, B4GALT1, THBS4, CADM3, TGFBI, FAT3, ICAM1, EMILIN2, RND3, VCAN	391	701	13528	1.8755230926954913	0.4761382869706293	0.01883586138498805	0.48221216952564205
INTERPRO	IPR000742:EGF-like, type 3	16	3.292181069958848	3.0661533699085557E-4	NRG2, DLL4, PAMR1, SELE, PLAU, VASN, EGFLAM, ADGRE5, LTBP4, THBD, THBS4, LDLR, FAT3, VCAN, HBEGF, TNC	458	194	16659	2.99986494395174	0.22945945206368168	0.03655277939094537	0.4733524129605926
INTERPRO	IPR006210:EGF-like	16	3.292181069958848	4.4721543469328044E-4	NRG2, DLL4, PAMR1, SELE, PLAU, CD248, VASN, EGFLAM, LTBP4, THBD, THBS4, LDLR, FAT3, VCAN, HBEGF, TNC	458	201	16659	2.895392035455908	0.3162877558331587	0.04641552974671981	0.6897090803413275
GOTERM_BP_FAT	GO:0001558~regulation of cell growth	16	3.292181069958848	5.066176012848956E-4	SERTAD1, WISP2, LTBP4, NTRK3, IGFBP6, TNFRSF12A, CD44, NTN1, CTGF, CYR61, SPP1, CDKN1A, CDKN1B, OSGIN1, HBEGF, SPHK1	391	194	13528	2.853481688506869	0.6948033860768568	0.028531387413941345	0.8833894434540301
INTERPRO	IPR013032:EGF-like region, conserved site	19	3.909465020576132	0.0012501960143513928	NRG2, DLL4, PAMR1, PLAU, SELE, CD248, VASN, EGFLAM, LTBP4, THBD, THBS4, LDLR, FN1, FAT3, NTN1, VCAN, EGFEM1P, HBEGF, TNC	458	293	16659	2.3586822063579596	0.6546964649937013	0.10087493968665029	1.9169357477341165
GOTERM_MF_FAT	GO:0005540~hyaluronic acid binding	5	1.02880658436214	0.001937393944272829	CHODL, CD44, VCAN, LYVE1, TNFAIP6	379	19	12983	9.01472017775309	0.7192312474845799	0.16594885717959573	2.856920854081868
INTERPRO	IPR016186:C-type lectin-like	9	1.8518518518518516	0.004569704519541291	COLEC12, CHODL, CD44, SELE, VCAN, CD248, LYVE1, CLEC3B, THBD	458	95	16659	3.445897494828775	0.9796189739510113	0.22859626684988044	6.8413044787280715
INTERPRO	IPR001881:EGF-like calcium-binding	9	1.8518518518518516	0.00486892579932257	THBS4, LDLR, DLL4, FAT3, VCAN, CD248, ADGRE5, LTBP4, THBD	458	96	16659	3.410002729257642	0.9842149973544098	0.22840342503614386	7.273633760173159
INTERPRO	IPR000538:Link	4	0.823045267489712	0.005958424498973162	CD44, VCAN, LYVE1, TNFAIP6	458	14	16659	10.392389270118528	0.9937789074056876	0.25830141426060416	8.831988663453105
INTERPRO	IPR001304:C-type lectin	8	1.646090534979424	0.00724232531356247	COLEC12, CHODL, SELE, VCAN, CD248, PKD1L2, CLEC3B, THBD	458	82	16659	3.5486207263819365	0.9979262081305194	0.29053430915412803	10.636954707624602
GOTERM_MF_FAT	GO:0008201~heparin binding	9	1.8518518518518516	0.01032275052779479	THBS4, FN1, CCL2, APOB, CTGF, CYR61, CRISPLD2, ADAMTS1, HBEGF	379	103	12983	2.9932371852345208	0.9988823664878244	0.49320777725657317	14.366219919215595
GOTERM_BP_FAT	GO:0030198~extracellular matrix organization	9	1.8518518518518516	0.010331990222106227	B4GALT1, MMP9, LUM, SPOCK2, TGFBI, CYR61, CRISPLD2, EGFLAM, BCL3	391	104	13528	2.9940979736376154	0.9999999999726797	0.2121634531938793	16.627752496310077
GOTERM_CC_FAT	GO:0009986~cell surface	19	3.909465020576132	0.011210825920492613	GPC1, SLC2A4, SCARA5, DPP4, WISP2, CD276, THY1, B4GALT1, TNFRSF12A, PDGFB, CD44, SDC4, ICAM1, ACVR2B, PLAUR, ITGA5, IL1RL1, SPTB, HBEGF	366	348	12782	1.9067426669179073	0.9755026994822833	0.18622083161139935	14.167723149488243
INTERPRO	IPR003961:Fibronectin, type III	12	2.4691358024691357	0.01594601827694348	PTPRD, PTPRQ, FN1, LRRN4CL, MYBPC1, FNDC4, OSMR, ABI3BP, EGFLAM, VASN, IL4R, TNC	458	190	16659	2.2972649965525163	0.9999988356474377	0.46262610099035106	22.019342848228195
INTERPRO	IPR018097:EGF-like calcium-binding, conserved site	8	1.646090534979424	0.016426442987646707	THBS4, LDLR, FAT3, VCAN, CD248, ADGRE5, LTBP4, THBD	458	96	16659	3.0311135371179034	0.9999992311922911	0.4577919161617201	22.606309923385226
GOTERM_MF_FAT	GO:0005509~calcium ion binding	39	8.024691358024691	0.017845821179030677	MMP19, CBLB, EFHD2, SMOC2, CD248, CABP1, LTBP4, MMP9, MMP2, ENTPD3, DNASE1L3, PCDH12, ITGA5, PKD1L2, F5, ITGA11, DLL4, COLEC12, SLC25A25, SPOCK2, RYR3, PRSS1, S100A4, ADGRE5, PLA2G2A, THBD, LDLR, CADM3, THBS4, S100A10, FAT3, PCLO, GALNT12, TNNC1, RUNX1, VCAN, TTYH3, S100A12, PADI4	379	919	12983	1.4537339829630118	0.9999924545861603	0.596377265539773	23.596404031753227
GOTERM_BP_FAT	GO:0040008~regulation of growth	18	3.7037037037037033	0.020483333225274132	NEDD9, SERTAD1, WISP2, LTBP4, NTRK3, IGFBP6, TNFRSF12A, SOCS3, CD44, NTN1, CTGF, CYR61, SPP1, CDKN1A, CDKN1B, OSGIN1, HBEGF, SPHK1	391	341	13528	1.826311960459308	1.0	0.30732729329326225	30.39879739084895
INTERPRO	IPR018378:C-type lectin, conserved site	7	1.440329218106996	0.025093344710707285	COLEC12, CHODL, SELE, VCAN, CD248, PKD1L2, CLEC3B	458	82	16659	3.1050431355841943	0.9999999995844915	0.5506962994833906	32.5109834622841
KEGG_PATHWAY	hsa04512:ECM-receptor interaction	8	1.646090534979424	0.026181113928487213	THBS4, FN1, CD44, SDC4, ITGA5, SPP1, ITGA11, TNC	178	84	5085	2.720706260032103	0.973605561328994	0.516604630356069	26.789937401157637
GOTERM_MF_FAT	GO:0005178~integrin binding	6	1.2345679012345678	0.02825431707318587	TGFBI, ICAM1, CTGF, ITGA5, LTBP4, THY1	379	59	12983	3.483654577165601	0.9999999929698266	0.647585581137158	34.84378649949801
