Category	Count	%	Pvalue	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	Term	Genes
GOTERM_CC_FAT	28	5.761316872427984	4.894628836050876E-7	366	320	12782	3.0558060109289618	1.6102036292986455E-4	4.025752166925134E-5	6.632655564886569E-4	GO:0005578~proteinaceous extracellular matrix	ENSG00000143369, ENSG00000123342, ENSG00000163638, ENSG00000112562, ENSG00000174807, ENSG00000164318, ENSG00000090006, ENSG00000154734, ENSG00000100985, ENSG00000087245, ENSG00000139329, ENSG00000115414, ENSG00000065320, ENSG00000164932, ENSG00000167772, ENSG00000118523, ENSG00000143816, ENSG00000041982, ENSG00000063660, ENSG00000107742, ENSG00000105989, ENSG00000197614, ENSG00000113296, ENSG00000120708, ENSG00000166106, ENSG00000132205, ENSG00000038427, ENSG00000158859
GOTERM_BP_FAT	49	10.08230452674897	6.604672054155837E-7	391	787	13528	2.154161128569432	0.0015456190045113338	2.2094911654635396E-4	0.0011564747139036768	GO:0042127~regulation of cell proliferation	ENSG00000198805, ENSG00000115758, ENSG00000128342, ENSG00000148344, ENSG00000114423, ENSG00000105835, ENSG00000167779, ENSG00000136160, ENSG00000065320, ENSG00000145623, ENSG00000133027, ENSG00000176170, ENSG00000168398, ENSG00000106366, ENSG00000197019, ENSG00000188257, ENSG00000173334, ENSG00000086062, ENSG00000167034, ENSG00000111276, ENSG00000075426, ENSG00000113070, ENSG00000100644, ENSG00000136997, ENSG00000118971, ENSG00000122861, ENSG00000100292, ENSG00000064205, ENSG00000154734, ENSG00000160862, ENSG00000156427, ENSG00000111424, ENSG00000100311, ENSG00000110092, ENSG00000143125, ENSG00000136244, ENSG00000124762, ENSG00000010278, ENSG00000136826, ENSG00000108691, ENSG00000162772, ENSG00000163132, ENSG00000105989, ENSG00000103855, ENSG00000175592, ENSG00000142227, ENSG00000213694, ENSG00000167157, ENSG00000120885
GOTERM_BP_FAT	18	3.7037037037037033	1.2467525625919337E-6	391	148	13528	4.207921476463676	0.0029156375706629323	3.649204405684614E-4	0.00218304682395587	GO:0001525~angiogenesis	ENSG00000128917, ENSG00000178878, ENSG00000123342, ENSG00000122861, ENSG00000100292, ENSG00000107338, ENSG00000156427, ENSG00000154096, ENSG00000086062, ENSG00000006327, ENSG00000106511, ENSG00000118523, ENSG00000167772, ENSG00000143125, ENSG00000142871, ENSG00000166825, ENSG00000163874, ENSG00000100644
GOTERM_CC_FAT	43	8.847736625514404	2.3066138230977856E-6	366	685	12782	2.192277930676878	7.585889488122E-4	1.5176384730275494E-4	0.003125630372280419	GO:0005615~extracellular space	ENSG00000181374, ENSG00000128342, ENSG00000122862, ENSG00000007908, ENSG00000084674, ENSG00000100292, ENSG00000156427, ENSG00000100985, ENSG00000075223, ENSG00000087245, ENSG00000167779, ENSG00000115414, ENSG00000167772, ENSG00000106483, ENSG00000118785, ENSG00000159167, ENSG00000136244, ENSG00000198734, ENSG00000120658, ENSG00000063660, ENSG00000034971, ENSG00000070404, ENSG00000152785, ENSG00000108691, ENSG00000129988, ENSG00000204983, ENSG00000123146, ENSG00000145708, ENSG00000188257, ENSG00000178726, ENSG00000130164, ENSG00000120708, ENSG00000127951, ENSG00000090339, ENSG00000050165, ENSG00000038945, ENSG00000173432, ENSG00000158859, ENSG00000120885, ENSG00000179431, ENSG00000081041, ENSG00000137077, ENSG00000113070
GOTERM_BP_FAT	17	3.4979423868312756	3.0122803525050534E-6	391	141	13528	4.171446191797718	0.0070299447286106265	7.835563271788581E-4	0.00527438516155776	GO:0070482~response to oxygen levels	ENSG00000162493, ENSG00000072274, ENSG00000108691, ENSG00000178878, ENSG00000122861, ENSG00000100292, ENSG00000197635, ENSG00000087245, ENSG00000184557, ENSG00000100311, ENSG00000107438, ENSG00000153234, ENSG00000167772, ENSG00000124762, ENSG00000124440, ENSG00000100644, ENSG00000164442
GOTERM_MF_FAT	17	3.4979423868312756	3.0891734083545046E-6	379	140	12983	4.1596494534489254	0.0020213659903117742	0.0020213659903117742	0.004617118579808288	GO:0005539~glycosaminoglycan binding	ENSG00000154645, ENSG00000108691, ENSG00000084674, ENSG00000164318, ENSG00000133800, ENSG00000090006, ENSG00000170458, ENSG00000154734, ENSG00000113296, ENSG00000115414, ENSG00000026508, ENSG00000118523, ENSG00000038427, ENSG00000142871, ENSG00000103196, ENSG00000113070, ENSG00000123610
GOTERM_BP_FAT	24	4.938271604938271	5.161946790690338E-6	391	276	13528	3.0085622150561546	0.012016528461236353	0.0012082005958352626	0.009038206686684536	GO:0016477~cell migration	ENSG00000108691, ENSG00000122861, ENSG00000007908, ENSG00000105989, ENSG00000086062, ENSG00000113296, ENSG00000075223, ENSG00000006327, ENSG00000136160, ENSG00000115414, ENSG00000026508, ENSG00000100311, ENSG00000090339, ENSG00000065320, ENSG00000164932, ENSG00000153234, ENSG00000118523, ENSG00000173432, ENSG00000038427, ENSG00000161638, ENSG00000136244, ENSG00000137809, ENSG00000113070, ENSG00000100644
GOTERM_BP_FAT	25	5.1440329218107	9.59265794538664E-6	391	307	13528	2.817464615077018	0.022215628859794556	0.0020402896521094505	0.016795456769724826	GO:0051674~localization of cell	ENSG00000007908, ENSG00000122861, ENSG00000084674, ENSG00000075223, ENSG00000006327, ENSG00000115414, ENSG00000136160, ENSG00000100311, ENSG00000026508, ENSG00000065320, ENSG00000164932, ENSG00000118523, ENSG00000153234, ENSG00000161638, ENSG00000136244, ENSG00000137809, ENSG00000108691, ENSG00000105989, ENSG00000086062, ENSG00000113296, ENSG00000090339, ENSG00000038427, ENSG00000173432, ENSG00000113070, ENSG00000100644
GOTERM_BP_FAT	25	5.1440329218107	9.59265794538664E-6	391	307	13528	2.817464615077018	0.022215628859794556	0.0020402896521094505	0.016795456769724826	GO:0048870~cell motility	ENSG00000007908, ENSG00000122861, ENSG00000084674, ENSG00000075223, ENSG00000006327, ENSG00000115414, ENSG00000136160, ENSG00000100311, ENSG00000026508, ENSG00000065320, ENSG00000164932, ENSG00000118523, ENSG00000153234, ENSG00000161638, ENSG00000136244, ENSG00000137809, ENSG00000108691, ENSG00000105989, ENSG00000086062, ENSG00000113296, ENSG00000090339, ENSG00000038427, ENSG00000173432, ENSG00000113070, ENSG00000100644
GOTERM_BP_FAT	19	3.909465020576132	1.0452751837486556E-5	391	191	13528	3.4417321674857053	0.024183256248052842	0.0020379599295927697	0.01830123581572085	GO:0042060~wound healing	ENSG00000106366, ENSG00000122861, ENSG00000018280, ENSG00000100292, ENSG00000178726, ENSG00000086062, ENSG00000115414, ENSG00000100311, ENSG00000026508, ENSG00000011422, ENSG00000101000, ENSG00000173432, ENSG00000161638, ENSG00000127533, ENSG00000198734, ENSG00000136244, ENSG00000010278, ENSG00000113070, ENSG00000100644
GOTERM_MF_FAT	17	3.4979423868312756	1.0655545196073018E-5	379	154	12983	3.781499503135387	0.006955119706645085	0.0034836276842437064	0.015925075584088955	GO:0030247~polysaccharide binding	ENSG00000154645, ENSG00000108691, ENSG00000084674, ENSG00000164318, ENSG00000133800, ENSG00000090006, ENSG00000170458, ENSG00000154734, ENSG00000113296, ENSG00000115414, ENSG00000026508, ENSG00000118523, ENSG00000038427, ENSG00000142871, ENSG00000103196, ENSG00000113070, ENSG00000123610
GOTERM_MF_FAT	17	3.4979423868312756	1.0655545196073018E-5	379	154	12983	3.781499503135387	0.006955119706645085	0.0034836276842437064	0.015925075584088955	GO:0001871~pattern binding	ENSG00000154645, ENSG00000108691, ENSG00000084674, ENSG00000164318, ENSG00000133800, ENSG00000090006, ENSG00000170458, ENSG00000154734, ENSG00000113296, ENSG00000115414, ENSG00000026508, ENSG00000118523, ENSG00000038427, ENSG00000142871, ENSG00000103196, ENSG00000113070, ENSG00000123610
GOTERM_BP_FAT	43	8.847736625514404	1.0860131955856694E-5	391	721	13528	2.0634313666369883	0.02511383354302521	0.001954592456933635	0.019014434727160356	GO:0010033~response to organic substance	ENSG00000136997, ENSG00000072274, ENSG00000118971, ENSG00000110218, ENSG00000007908, ENSG00000018280, ENSG00000084674, ENSG00000100292, ENSG00000204359, ENSG00000149485, ENSG00000171223, ENSG00000170458, ENSG00000119508, ENSG00000159200, ENSG00000026508, ENSG00000100311, ENSG00000115594, ENSG00000145623, ENSG00000153234, ENSG00000110092, ENSG00000196396, ENSG00000118785, ENSG00000142871, ENSG00000136244, ENSG00000124762, ENSG00000124253, ENSG00000133027, ENSG00000158270, ENSG00000108691, ENSG00000155846, ENSG00000163132, ENSG00000129988, ENSG00000105989, ENSG00000175592, ENSG00000182158, ENSG00000173334, ENSG00000178726, ENSG00000130164, ENSG00000184557, ENSG00000114739, ENSG00000111713, ENSG00000168906, ENSG00000134324
GOTERM_CC_FAT	60	12.345679012345679	1.6579791737641968E-5	366	1188	12782	1.76381299332119	0.0054399463121979075	9.087196475828785E-4	0.022464817737666287	GO:0005887~integral to plasma membrane	ENSG00000162493, ENSG00000072274, ENSG00000080493, ENSG00000168079, ENSG00000105509, ENSG00000184156, ENSG00000186431, ENSG00000019169, ENSG00000130830, ENSG00000154096, ENSG00000136160, ENSG00000115594, ENSG00000145623, ENSG00000170961, ENSG00000161638, ENSG00000113555, ENSG00000181856, ENSG00000168398, ENSG00000185499, ENSG00000178726, ENSG00000182782, ENSG00000114739, ENSG00000101000, ENSG00000077238, ENSG00000113070, ENSG00000163399, ENSG00000153707, ENSG00000198211, ENSG00000197405, ENSG00000112378, ENSG00000013588, ENSG00000163975, ENSG00000164023, ENSG00000018280, ENSG00000177575, ENSG00000140538, ENSG00000177098, ENSG00000163823, ENSG00000026508, ENSG00000004939, ENSG00000127533, ENSG00000136244, ENSG00000196352, ENSG00000010278, ENSG00000139514, ENSG00000137809, ENSG00000063660, ENSG00000177464, ENSG00000144136, ENSG00000198121, ENSG00000123146, ENSG00000133800, ENSG00000130164, ENSG00000203710, ENSG00000090339, ENSG00000124145, ENSG00000213694, ENSG00000038945, ENSG00000166825, ENSG00000137507
INTERPRO	8	1.646090534979424	1.65892971155132E-5	458	31	16659	9.386674179461895	0.014002065798040864	0.007025713222160501	0.025664327507635143	IPR011616:bZIP transcription factor, bZIP-1	ENSG00000146592, ENSG00000130522, ENSG00000175592, ENSG00000156127, ENSG00000123685, ENSG00000075426, ENSG00000182158, ENSG00000171223
GOTERM_CC_FAT	61	12.551440329218108	1.6621005701790428E-5	366	1215	12782	1.753360768175583	0.005453432076459763	7.808887077087601E-4	0.022520654845736843	GO:0031226~intrinsic to plasma membrane	ENSG00000162493, ENSG00000072274, ENSG00000080493, ENSG00000168079, ENSG00000105509, ENSG00000184156, ENSG00000186431, ENSG00000019169, ENSG00000130830, ENSG00000154096, ENSG00000136160, ENSG00000115594, ENSG00000145623, ENSG00000170961, ENSG00000161638, ENSG00000113555, ENSG00000070182, ENSG00000181856, ENSG00000168398, ENSG00000185499, ENSG00000178726, ENSG00000182782, ENSG00000114739, ENSG00000101000, ENSG00000077238, ENSG00000113070, ENSG00000163399, ENSG00000153707, ENSG00000198211, ENSG00000197405, ENSG00000112378, ENSG00000013588, ENSG00000163975, ENSG00000164023, ENSG00000018280, ENSG00000177575, ENSG00000140538, ENSG00000177098, ENSG00000163823, ENSG00000026508, ENSG00000004939, ENSG00000127533, ENSG00000136244, ENSG00000196352, ENSG00000010278, ENSG00000139514, ENSG00000137809, ENSG00000063660, ENSG00000177464, ENSG00000144136, ENSG00000198121, ENSG00000123146, ENSG00000133800, ENSG00000130164, ENSG00000203710, ENSG00000090339, ENSG00000124145, ENSG00000213694, ENSG00000038945, ENSG00000166825, ENSG00000137507
GOTERM_BP_FAT	11	2.263374485596708	1.7653017488294414E-5	391	66	13528	5.766410912190963	0.040500737226704886	0.0029487675250252643	0.03090600821641365	GO:0033273~response to vitamin	ENSG00000111424, ENSG00000072274, ENSG00000136826, ENSG00000108691, ENSG00000026508, ENSG00000165272, ENSG00000110092, ENSG00000118785, ENSG00000149485, ENSG00000185499, ENSG00000133027
GOTERM_BP_FAT	23	4.732510288065844	1.8752845940282256E-5	391	278	13528	2.8624629707998306	0.04296907832600527	0.0029236894712389994	0.032831234053487535	GO:0051094~positive regulation of developmental process	ENSG00000198805, ENSG00000128342, ENSG00000084674, ENSG00000103855, ENSG00000171223, ENSG00000188257, ENSG00000140538, ENSG00000086062, ENSG00000006327, ENSG00000174705, ENSG00000184557, ENSG00000114739, ENSG00000065320, ENSG00000159216, ENSG00000167772, ENSG00000038945, ENSG00000130522, ENSG00000120885, ENSG00000136244, ENSG00000143816, ENSG00000077238, ENSG00000176170, ENSG00000100644
GOTERM_BP_FAT	41	8.436213991769549	1.9932878521451013E-5	391	690	13528	2.055850846955039	0.04561036335934354	0.00291345181068825	0.034896816601825975	GO:0006955~immune response	ENSG00000152207, ENSG00000181374, ENSG00000198805, ENSG00000197405, ENSG00000128342, ENSG00000186431, ENSG00000018280, ENSG00000114423, ENSG00000198502, ENSG00000204359, ENSG00000170458, ENSG00000160862, ENSG00000075223, ENSG00000163823, ENSG00000115607, ENSG00000115590, ENSG00000115594, ENSG00000104856, ENSG00000136244, ENSG00000115602, ENSG00000196352, ENSG00000158270, ENSG00000108691, ENSG00000186407, ENSG00000101695, ENSG00000129988, ENSG00000103855, ENSG00000123146, ENSG00000069399, ENSG00000187116, ENSG00000203710, ENSG00000090339, ENSG00000101000, ENSG00000105609, ENSG00000134321, ENSG00000120885, ENSG00000165030, ENSG00000081041, ENSG00000137077, ENSG00000064932, ENSG00000077238
GOTERM_MF_FAT	35	7.20164609053498	2.1066880130864935E-5	379	542	12983	2.21209923181026	0.013704182706410606	0.004589088419668874	0.03148288490768536	GO:0046983~protein dimerization activity	ENSG00000146592, ENSG00000110218, ENSG00000117724, ENSG00000084674, ENSG00000018280, ENSG00000167861, ENSG00000171223, ENSG00000100311, ENSG00000184254, ENSG00000153234, ENSG00000130522, ENSG00000004939, ENSG00000132334, ENSG00000123358, ENSG00000131747, ENSG00000168398, ENSG00000221869, ENSG00000162772, ENSG00000197635, ENSG00000175592, ENSG00000156127, ENSG00000123685, ENSG00000182158, ENSG00000135094, ENSG00000152642, ENSG00000086062, ENSG00000162706, ENSG00000102924, ENSG00000114854, ENSG00000159216, ENSG00000111713, ENSG00000165030, ENSG00000075426, ENSG00000100644, ENSG00000023909
GOTERM_BP_FAT	11	2.263374485596708	2.6345959416767745E-5	391	69	13528	5.515697394269616	0.05983797332681662	0.0036230121590777875	0.0461218606226832	GO:0031099~regeneration	ENSG00000119508, ENSG00000184557, ENSG00000108691, ENSG00000128342, ENSG00000106366, ENSG00000122863, ENSG00000011422, ENSG00000122861, ENSG00000038427, ENSG00000110092, ENSG00000124762
GOTERM_BP_FAT	15	3.0864197530864197	3.206505770123458E-5	391	134	13528	3.87296255296408	0.07234702839599405	0.004163396109948758	0.056131199623044026	GO:0001666~response to hypoxia	ENSG00000072274, ENSG00000108691, ENSG00000178878, ENSG00000122861, ENSG00000100292, ENSG00000197635, ENSG00000087245, ENSG00000184557, ENSG00000100311, ENSG00000107438, ENSG00000153234, ENSG00000167772, ENSG00000124440, ENSG00000100644, ENSG00000164442
KEGG_PATHWAY	13	2.674897119341564	3.514565921584293E-5	178	86	5085	4.318330284818395	0.004803466205616447	0.004803466205616447	0.04130298177280611	hsa04640:Hematopoietic cell lineage	ENSG00000072274, ENSG00000198502, ENSG00000170458, ENSG00000203710, ENSG00000115590, ENSG00000026508, ENSG00000115594, ENSG00000161638, ENSG00000136244, ENSG00000010278, ENSG00000196352, ENSG00000166825, ENSG00000077238
INTERPRO	5	1.02880658436214	3.584603236579976E-5	458	8	16659	22.73335152838428	0.030010152100704235	0.01010515421557201	0.055447565442823255	IPR000837:Fos transforming protein	ENSG00000162772, ENSG00000175592, ENSG00000156127, ENSG00000123685, ENSG00000075426
GOTERM_BP_FAT	20	4.11522633744856	3.6333155554114666E-5	391	229	13528	3.0217000413227755	0.08157386450187343	0.004468606784530205	0.06360043936994852	GO:0045597~positive regulation of cell differentiation	ENSG00000198805, ENSG00000128342, ENSG00000084674, ENSG00000103855, ENSG00000171223, ENSG00000188257, ENSG00000140538, ENSG00000006327, ENSG00000174705, ENSG00000184557, ENSG00000114739, ENSG00000065320, ENSG00000159216, ENSG00000130522, ENSG00000038945, ENSG00000120885, ENSG00000136244, ENSG00000143816, ENSG00000077238, ENSG00000100644
GOTERM_MF_FAT	26	5.349794238683128	4.1058408274994235E-5	379	354	12983	2.5159727501751563	0.02653539130205329	0.006700900547490285	0.06135018357622535	GO:0030246~carbohydrate binding	ENSG00000158270, ENSG00000154645, ENSG00000108691, ENSG00000007908, ENSG00000084674, ENSG00000131459, ENSG00000174807, ENSG00000164318, ENSG00000154734, ENSG00000133800, ENSG00000090006, ENSG00000170458, ENSG00000067057, ENSG00000163815, ENSG00000113296, ENSG00000115414, ENSG00000026508, ENSG00000119514, ENSG00000118523, ENSG00000038427, ENSG00000142871, ENSG00000103196, ENSG00000166473, ENSG00000113070, ENSG00000166979, ENSG00000123610
INTERPRO	14	2.880658436213992	4.663948177543319E-5	458	127	16659	4.009662001856754	0.03886892411914522	0.009862167704912106	0.07213751682300096	IPR006209:EGF	ENSG00000158458, ENSG00000128917, ENSG00000149090, ENSG00000007908, ENSG00000174807, ENSG00000168140, ENSG00000164318, ENSG00000090006, ENSG00000178726, ENSG00000130164, ENSG00000165323, ENSG00000038427, ENSG00000113070, ENSG00000041982
GOTERM_BP_FAT	31	6.378600823045268	4.874459069935551E-5	391	475	13528	2.258005115089514	0.10788712581847981	0.005691870267860555	0.08531765955079873	GO:0006928~cell motion	ENSG00000122861, ENSG00000007908, ENSG00000084674, ENSG00000171051, ENSG00000136810, ENSG00000075223, ENSG00000006327, ENSG00000136160, ENSG00000115414, ENSG00000026508, ENSG00000100311, ENSG00000065320, ENSG00000164932, ENSG00000118523, ENSG00000153234, ENSG00000161638, ENSG00000136244, ENSG00000010278, ENSG00000137809, ENSG00000108691, ENSG00000105989, ENSG00000123146, ENSG00000133800, ENSG00000086062, ENSG00000113296, ENSG00000090339, ENSG00000011422, ENSG00000173432, ENSG00000038427, ENSG00000113070, ENSG00000100644
